infoid,Title,Content,Pricetag,Image,City_name,ID_City,Vehicle_name,Odometer,License_plate,Cubic_power,Manufacture_year,ID_VehicleBrand,ID_VehicleLineup,Condition,ID_VehicleType,ID_Color
176,Honda MSX 125 2021,"Em đang cần b&aacute;n gấp chiếc xe n&agrave;y, xe m&aacute;y m&oacute;c c&ograve;n nguy&ecirc;n bản Đky ch&iacute;nh chủ
M&aacute;y m&oacute;c đi ngon v&agrave; rất tiết kiệm xăng
Nay muốn nhượng lại cho anh chị n&agrave;o c&oacute; nhu cầu
Xin lh trực tiếp cho m&igrave;nh
Xe chuẩn h&igrave;nh ảnh v&agrave; gi&aacute; đưa l&ecirc;n n&ecirc;n anh chị y&ecirc;n t&acirc;m",31000000,https://cdn.okxe.vn/products/687/1195687/1195687_228116_3._20221205125822_EmLx5QUL_m_400x400.jpg,Tp. Hà Nội,1,Honda MSX 125,5000,,125.0,2021,15,165,2,2,10
177,Honda LEAD 125 FI 2021,"B&aacute;n Honda Lead 125 Fi m&agrave;u xanh than mua năm 2021,xe mới chạy được 2500 km,xe vẫn c&ograve;n d&aacute;n nilon,anh chị mua cứ dắt thợ đến kiểm tra thoải m&aacute;i mua b&aacute;n v&agrave; xem xe tại nh&agrave; gi&aacute; c&oacute; thỏa thuận.",26800000,https://cdn.okxe.vn/products/685/1195685/1195685_2481_2._20221205125818_AvfgzBRl_m_400x400.jpg,Tp. Hà Nội,1,Honda LEAD 125 FI,5000,,125.0,2021,15,145,2,1,14
178,Honda Air Blade 125 FI 2015,"- Honda ab 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2015
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 27.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",27500000,https://cdn.okxe.vn/products/684/1195684/1195684_389086_review-0_20221205125807_fuwGFEjX_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,20000,,125.0,2015,15,148,2,1,1
179,Honda MSX 125 2022,"Xe nh&agrave; k d&ugrave;ng c&agrave;n b&aacute;n gấp
Xe m&aacute;y zin bao t&eacute;t thợ thoả m&aacute;i
Xe gi&aacute;y tờ đầy đủ c&ocirc;ng chứng chuyển nhượng trong ng&agrave;y",21500000,https://cdn.okxe.vn/products/683/1195683/1195683_1511645_3._20221205125747_kaPL8NzQ_m_400x400.jpg,Tp. Hà Nội,1,Honda MSX 125,5000,,125.0,2022,15,165,2,2,1
180,Honda Wave Alpha 110 2008,cần ban xe wave hq m&agrave;u trắng banh t&acirc;m xe đẹp m&aacute;y &ecirc;m chạy rất lợi xăng nước sơn rin c&aacute;c chức năng c&ograve;n đầy đủ gi&aacute; 5tr9,5900000,https://cdn.okxe.vn/products/682/1195682/1195682_930864_IMG20220923154328_20221205125744_veLvJyH8_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Wave Alpha 110,5000,,109.0,2008,15,1055,2,2,1
181,Yamaha Exciter 150 2017,"- Yamaha exciter 150
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2017
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 27.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",27500000,https://cdn.okxe.vn/products/680/1195680/1195680_389086_review-0_20221205125726_cyCpAda8_m_400x400.jpg,Tp. Hồ Chí Minh,50,Yamaha Exciter 150,30000,,150.0,2017,40,535,2,2,3
182,Yamaha Freego 125 2020,"M&igrave;nh b&aacute;n lại chiếc xe tay gas ch&iacute;nh chủ mới tinh, xe đẹp m&aacute;y ZIN. Xe m&igrave;nh vẫn đang sử dụng b&igrave;nh thường chạy rất &ecirc;m, giờ m&igrave;nh đi oto n&ecirc;n &iacute;t sử dụng muốn b&aacute;n lại cho người d&ugrave;ng.",22300000,https://cdn.okxe.vn/products/679/1195679/1195679_1239_IMG_E2512_20221205125712_N2omVmsD_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Freego 125,5000,,125.0,2020,40,1600,2,1,10
183,Piaggio Vespa LXV 2018,"M&igrave;nh &iacute;t d&ugrave;ng đến xe n&agrave;y n&ecirc;n muốn b&aacute;n cho b&aacute;c n&agrave;o c&oacute; nhu cầu d&ugrave;ng ạh
Ch&iacute;nh chủ m&igrave;nh d&ugrave;ng từ mới
To&agrave;n bộ xe đ&atilde; d&aacute;n nilong chống xước rất đẹp.Quan t&acirc;m alo m&igrave;nh qua nh&agrave; xem xe trực tiếp",12400000,https://cdn.okxe.vn/products/678/1195678/1195678_654012_1._20221205125707_Zl8t4gkI_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Vespa LXV,5000,,124.0,2018,29,349,2,1,1
184,Honda Air Blade 125 FI 2014,"- Honda ab 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2014
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 26.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",26500000,https://cdn.okxe.vn/products/677/1195677/1195677_389086_review-0_20221205125639_9CHdvbmk_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,40000,,125.0,2014,15,148,2,1,10
185,Honda Super Cub 50 2020,"Gi&aacute; đ&igrave;nh ko c&oacute; nhu cầu sử n&ecirc;n cần nhượng lại chiếc xe n&agrave;y
Xe c&ograve;n nguy&ecirc;n bản, m&aacute;y m&oacute;c &ecirc;m du
Xe đi giữ z&igrave;n v&agrave; thường xuy&ecirc;n bảo dưỡng n&ecirc;n chất lượng c&ograve;n rất tốt
Ai c&oacute; nhu cầu xin lh trực tiếp qua xem rồi thỏa thuận nh&eacute;",8000000,https://cdn.okxe.vn/products/676/1195676/1195676_1048762_2._20221205125634_FB8CmJOa_m_400x400.jpg,Tp. Hà Nội,1,Honda Super Cub 50,5000,,49.0,2020,15,133,2,2,3
186,Yamaha Exciter 150 RC 2018,"✅✅✅cần b&aacute;n  Xe m&aacute;y m&oacute;c nguy&ecirc;n bản xe c&ograve;n mới
&mdash;✅✅Chạy ngon v&agrave; rất tiết kiệm xăng mua về chỉ sẵn đi
✅✅✅Uh ib hoặc Lh em 
Gi&aacute; c&oacute; thương lượng 
&mdash;&mdash;&mdash;✅Chất lượng m&aacute;y bao t&eacute;t thợ thỏa m&aacute;i lu&ocirc;n ____________________________
🏨  Đ𝐈̣𝐀 𝐂𝐇𝐈̉ : QUA S&Acirc;N B&Oacute;NG MỸ Đ&Igrave;NH HỎI V&Agrave;O L&Agrave;NG B&Uacute;N PH&Uacute; Đ&Ocirc;
NG&Otilde; 87 TỔ 3 SỐ NH&Agrave; 11
☎️  🅷🅾🆃🅻🅸🅽🅴 : 0399800004
🌐 Facebook:Trần Hải 
       Zalo:0399800004 
✅✅✅ &mdash;&mdash;Hỗ Trợ Trả g&oacute;p qua thẻ t&iacute;n dụng ( Ti&ecirc;u Trước Trả Sau. )
L&atilde;i xuất O Đồng",20800000,https://cdn.okxe.vn/products/675/1195675/1195675_143456_review-0_20221205125633_BYllxucX_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 150 RC,5000,,150.0,2018,40,535,2,2,1
187,Yamaha Exciter 125 2018,"Nh&agrave; đang thừa chiếc xe n&ecirc;n b&aacute;n, xe vẫn c&ograve;n nguy&ecirc;n bản, h&igrave;nh thức gi&aacute;n nilon cả xe
Nh&agrave; đi giữ g&igrave;n v&agrave; bảo dưỡng thường xuy&ecirc;n tại h&atilde;ng n&ecirc;n ah chị y&ecirc;n t&acirc;m
Mua b&aacute;n v&agrave; xem xe tại nh&agrave; gi&aacute; cả c&oacute; thương lượng",21800000,https://cdn.okxe.vn/products/674/1195674/1195674_228116_4._20221205125629_zCNNDezN_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 125,5000,,125.0,2018,40,535,2,2,10
188,Yamaha Exciter 150 2020,"Xe đẹp như h&igrave;nh
M&aacute;y &ecirc;m zin
C&oacute; hỗ trợ g&oacute;p qua ng&acirc;n h&agrave;ng
Nhận ship xe to&agrave;n quốc
Ai cần Lh em 0372820989",29500000,https://cdn.okxe.vn/products/673/1195673/1195673_564550_received_685629336286708_20221205125559_awApZBbQ_m_400x400.jpg,Tỉnh Bình Dương,47,Yamaha Exciter 150,10000,,150.0,2020,40,535,2,2,5
189,Honda Vision 110 2015,"- Honda vision 110 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2015
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 24.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",24500000,https://cdn.okxe.vn/products/672/1195672/1195672_389086_review-0_20221205125555_sjMgnd3P_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Vision 110,30000,,108.0,2015,15,135,2,1,15
190,Suzuki Raider R150 2016,"Ban xe suzuki Raider xe ch&iacute;nh chủ,đang ki 2016,xe minh ko đi đen n&ecirc;n c&ograve;n r&acirc;́t mới từng chi ti&ecirc;́t.m&aacute;y chạy cực khỏe,chạy r&acirc;́t lướt.",17800000,https://cdn.okxe.vn/products/671/1195671/1195671_228116_2._20221205125552_YoHP3rWo_m_400x400.jpg,Tp. Hà Nội,1,Suzuki Raider R150,5000,,147.0,2016,34,402,2,2,10
191,Honda Click 110 2012,"Xe con g&aacute;i đi giữ g&igrave;n cẩn thận t&ocirc;i to&agrave;n mang ra h&atilde;ng bảo dưỡng n&ecirc;n xe c&ograve;n rất ngon. Sơn nhựa d&aacute;n k&iacute;n Nilong n&ecirc;n c&ograve;n đẹp. Gi&aacute; 7,6tr",7600000,https://cdn.okxe.vn/products/670/1195670/1195670_1239_IMG_E9994_20221205125549_mFgzL2n5_m_400x400.jpg,Tp. Hà Nội,1,Honda Click 110,5000,,110.0,2012,15,163,2,2,14
192,Honda PCX 125 2016,"Cần b&aacute;n Honda PCX 125 m&agrave;u v&agrave;ng đồng ch&iacute;nh chủ 2016,M&aacute;y m&oacute;c nguy&ecirc;n bản,h&igrave;nh thức c&ograve;n mới 96%.Sử dụng giữ g&igrave;n,bảo dưỡng thường xuy&ecirc;n
Biển hn,giấy tờ đầy đủ",18000000,https://cdn.okxe.vn/products/669/1195669/1195669_1727_2._20221205125522_wKZD0YFT_m_400x400.jpg,Tp. Hà Nội,1,Honda PCX 125,5000,,125.0,2016,15,166,2,1,7
193,Honda Air Blade 110 2010,"Xe chuẩn hình ảnh 100%
Máy móc nguyên bản , giấy tờ đầy đủ ,
Xe hoạt động bình thường không có lỗi nhỏ
Mua liên hệ m&igrave;nh nh&eacute;",14000000,https://cdn.okxe.vn/products/668/1195668/1195668_1048762_2._20221205125513_oOogReph_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 110,20000,,108.0,2010,15,148,2,1,10
194,Yamaha Exciter 150 2018,"✅✅✅cần b&aacute;n  Xe m&aacute;y m&oacute;c nguy&ecirc;n bản xe c&ograve;n mới
&mdash;✅✅Chạy ngon v&agrave; rất tiết kiệm xăng mua về chỉ sẵn đi
✅✅✅Uh ib hoặc Lh em 
Gi&aacute; c&oacute; thương lượng 
&mdash;&mdash;&mdash;✅Chất lượng m&aacute;y bao t&eacute;t thợ thỏa m&aacute;i lu&ocirc;n ____________________________
🏨  Đ𝐈̣𝐀 𝐂𝐇𝐈̉ : QUA S&Acirc;N B&Oacute;NG MỸ Đ&Igrave;NH HỎI V&Agrave;O L&Agrave;NG B&Uacute;N PH&Uacute; Đ&Ocirc;
NG&Otilde; 87 TỔ 3 SỐ NH&Agrave; 11
☎️  🅷🅾🆃🅻🅸🅽🅴 : 0399800004
🌐 Facebook:Trần Hải 
       Zalo:0399800004 
✅✅✅ &mdash;&mdash;Hỗ Trợ Trả g&oacute;p qua thẻ t&iacute;n dụng ( Ti&ecirc;u Trước Trả Sau. )
L&atilde;i xuất O Đồng",21800000,https://cdn.okxe.vn/products/667/1195667/1195667_143456_review-0_20221205125456_CGgKdVYG_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 150,5000,,150.0,2018,40,535,2,2,3
195,Honda LEAD 110 2013,"guy&ecirc;n bản ch&iacute;nh chủ từ đầu , giấy tờ đầy đủ ch&iacute;nh chủ , xe đi lại rất giữ g&igrave;n
mời alo qua nh&agrave; m&igrave;nh xem xe",11500000,https://cdn.okxe.vn/products/666/1195666/1195666_228116_8._20221205125448_JtdjrOmQ_m_400x400.jpg,Tp. Hà Nội,1,Honda LEAD 110,5000,,107.0,2013,15,145,2,1,7
196,Honda Winner X 150 2022,Xe đi giữ g&igrave;n cẩn thận n&ecirc;n c&ograve;n đẹp đi rất khoẻ m&aacute;y m&oacute;c chưa qua sửa chữa. Quan t&acirc;m li&ecirc;n hệ m&igrave;nh qua sdt để biết th&ecirc;m th&ocirc;ng tin xe,30000000,https://cdn.okxe.vn/products/665/1195665/1195665_1724_2._20221205125443_LhKN98Rr_m_400x400.jpg,Tp. Hà Nội,1,Honda Winner X 150,5000,,150.0,2022,15,1076,2,2,3
197,Piaggio Beverly 125 2018,Cần b&aacute;n Piaagio Beverly 125 3vie m&agrave;u n&acirc;u biển HN mua 2018. mới chạy 2300km n&ecirc;n c&ograve;n rất mới m&aacute;y chạy &ecirc;m ru chỉnh chủ sử dụng từ đầu n&ecirc;n sang t&ecirc;n đổi chủ.ae n&agrave;o c&oacute; nhu cầu xin LH,22000000,https://cdn.okxe.vn/products/664/1195664/1195664_1239_IMG_E1571_20221205125431_eITmZlgA_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Beverly 125,5000,,124.0,2018,29,353,2,1,7
198,Yamaha Exciter 150 2019,"Cần b&aacute;n xe mới như h&igrave;nh m&aacute;y m&oacute;c &ecirc;m bốc nguy&ecirc;n bản,xe gia đ&igrave;nh sử dụng do đổi xe n&ecirc;n b&aacute;n lại cho ai cần xe được bảo dưỡng đầy đủ mua b&aacute;n tại nh&agrave;,anh chị em mua li&ecirc;n hệ",21600000,https://cdn.okxe.vn/products/663/1195663/1195663_1690_4._20221205125409_jWKcvTep_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 150,5000,,150.0,2019,40,535,2,2,8
199,Honda Vision 110 2019,"Nh&agrave; đang thừa chiếc xe n&ecirc;n b&aacute;n, xe vẫn c&ograve;n nguy&ecirc;n bản, h&igrave;nh thức gi&aacute;n nilon cả xe
Nh&agrave; đi giữ g&igrave;n v&agrave; bảo dưỡng thường xuy&ecirc;n tại h&atilde;ng n&ecirc;n ah chị y&ecirc;n t&acirc;m
Mua b&aacute;n v&agrave; xem xe tại nh&agrave; gi&aacute; cả c&oacute; thương lượng",22000000,https://cdn.okxe.vn/products/662/1195662/1195662_1451047_4._20221205125344_WuNKfBMp_m_400x400.jpg,Tp. Hà Nội,1,Honda Vision 110,10000,,108.0,2019,15,135,2,1,8
200,Honda Wave Alpha 100 2016,"✅✅✅cần b&aacute;n  Xe m&aacute;y m&oacute;c nguy&ecirc;n bản xe c&ograve;n mới
&mdash;✅✅Chạy ngon v&agrave; rất tiết kiệm xăng mua về chỉ sẵn đi
✅✅✅Uh ib hoặc Lh em 
Gi&aacute; c&oacute; thương lượng 
&mdash;&mdash;&mdash;✅Chất lượng m&aacute;y bao t&eacute;t thợ thỏa m&aacute;i lu&ocirc;n ____________________________
🏨  Đ𝐈̣𝐀 𝐂𝐇𝐈̉ : QUA S&Acirc;N B&Oacute;NG MỸ Đ&Igrave;NH HỎI V&Agrave;O L&Agrave;NG B&Uacute;N PH&Uacute; Đ&Ocirc;
NG&Otilde; 87 TỔ 3 SỐ NH&Agrave; 11
☎️  🅷🅾🆃🅻🅸🅽🅴 : 0399800004
🌐 Facebook:Trần Hải 
       Zalo:0399800004 
✅✅✅ &mdash;&mdash;Hỗ Trợ Trả g&oacute;p qua thẻ t&iacute;n dụng ( Ti&ecirc;u Trước Trả Sau. )
L&atilde;i xuất O Đồng",12800000,https://cdn.okxe.vn/products/661/1195661/1195661_143456_review-0_20221205125343_g6QccTWO_m_400x400.jpg,Tp. Hà Nội,1,Honda Wave Alpha 100,5000,,97.0,2016,15,1055,2,2,14
201,Yamaha R15 V3 1055 2020,Xe t&ocirc;i d&ugrave;ng rất giữ g&igrave;n n&ecirc;n m&aacute;y c&ograve;n ngon bạn n&agrave;o mua về th&igrave; qua y&ecirc;n t&acirc;m xe chạy rất bốc m&aacute;y căng đ&eacute;t ch&iacute;nh chủ trung ni&ecirc;n sử dụng sang t&ecirc;n dễ d&agrave;ng,46700000,https://cdn.okxe.vn/products/660/1195660/1195660_1451047_2._20221205125333_Tej4pXkt_m_400x400.jpg,Tp. Hà Nội,1,Yamaha R15 V3 1055,5000,,,2020,40,1078,2,3,3
202,Yamaha Exciter 150 2014,"ex135 2014 ,  bstp , ch&iacute;nh chủ , m&aacute;y bao ngon , bao chạy
gi&aacute; xe : 22tr
G&oacute;p chỉ cần CMND hoặc CCCD 
g&oacute;p ng&acirc;n h&agrave;ng trả trước 7tr
gop cửa h&agrave;ng ( thiếu lại tối đa 7tr )
địa chỉ : 354/41/17 phan văn trị p11 quận b&igrave;nh thạnh 
call : 0907179727 + 0934383060",22000000,https://cdn.okxe.vn/products/659/1195659/1195659_409362_review-0_20221205125331_I7W6Kfzy_m_400x400.jpg,Tp. Hồ Chí Minh,50,Yamaha Exciter 150,30000,,150.0,2014,40,535,2,2,15
203,Honda Chaly CF50 2021,"Cần b&aacute;n xe ch&iacute;nh h&atilde;ng Honda ch&iacute;nh chủ đăng k&yacute; lần đầu, Xe đẹp như mới, m&aacute;y cực chất, đi &iacute;t, vỏ c&ograve;n d&aacute;n nilong đẹp tuyệt vời. Anh em n&agrave;o c&oacute; nhu cầu th&igrave; li&ecirc;n hệ. xem xe tại nh&agrave; ri&ecirc;ng.",10200000,https://cdn.okxe.vn/products/658/1195658/1195658_1239_IMG_E9258_20221205125313_anT7VIAn_m_400x400.jpg,Tp. Hà Nội,1,Honda Chaly CF50,5000,,50.0,2021,15,137,2,2,8
204,Honda Blade 110 Sport 2020,"Cần b&aacute;n Honda Wave blade 110 v&agrave;nh đ&uacute;c mua năm 2021,bao check h&atilde;ng,hỗ trợ ae sang t&ecirc;n đổi chủ . Bạn n&agrave;o c&oacute; nhu cầu li&ecirc;n hệ m&igrave;nh. xem xe mua b&aacute;n tại nh&agrave; , gi&aacute; cả thoả thuận",12200000,https://cdn.okxe.vn/products/657/1195657/1195657_1511635_2._20221205125301_O2b8Y5un_m_400x400.jpg,Tp. Hà Nội,1,Honda Blade 110 Sport,5000,,110.0,2020,15,153,2,2,9
205,Yamaha Exciter 135 2014,"Xe đẹp như h&igrave;nh
m&aacute;y &ecirc;m zin 
c&oacute; hỗ trợ g&oacute;p qua ng&acirc;n h&agrave;ng
nhận ship xe to&agrave;n quốc
ai cần Lh 0372820989",18300000,https://cdn.okxe.vn/products/656/1195656/1195656_564550_received_1332048514036861_20221205125245_9Y3ncuGl_m_400x400.jpg,Tỉnh Bình Dương,47,Yamaha Exciter 135,30000,,135.0,2014,40,535,2,2,16
206,Yamaha Exciter 150 2020,Cần b&aacute;n Yamaha Exciter 150  đ&egrave;n LED 2020.xe mới như dắt ngo&agrave;i h&atilde;ng về . xe k 1 lỗi nhỏ ni long d&aacute;n k&iacute;n xe . giấy tờ đầy đủ . c&aacute;c bạn c&oacute; thể dẫn thợ đến kiểm tra thoải m&aacute;i. thiện ch&iacute; alo đến nh&agrave; xem xe cụ thể,28900000,https://cdn.okxe.vn/products/655/1195655/1195655_911586_2._20221205125223_s5SucdpI_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 150,5000,,150.0,2020,40,535,2,2,9
207,Yamaha Jupiter FI 2018,"✅✅✅cần b&aacute;n  Xe m&aacute;y m&oacute;c nguy&ecirc;n bản xe c&ograve;n mới
&mdash;✅✅Chạy ngon v&agrave; rất tiết kiệm xăng mua về chỉ sẵn đi
✅✅✅Uh ib hoặc Lh em 
Gi&aacute; c&oacute; thương lượng 
&mdash;&mdash;&mdash;✅Chất lượng m&aacute;y bao t&eacute;t thợ thỏa m&aacute;i lu&ocirc;n ____________________________
🏨  Đ𝐈̣𝐀 𝐂𝐇𝐈̉ : QUA S&Acirc;N B&Oacute;NG MỸ Đ&Igrave;NH HỎI V&Agrave;O L&Agrave;NG B&Uacute;N PH&Uacute; Đ&Ocirc;
NG&Otilde; 87 TỔ 3 SỐ NH&Agrave; 11
☎️  🅷🅾🆃🅻🅸🅽🅴 : 0399800004
🌐 Facebook:Trần Hải 
       Zalo:0399800004 
✅✅✅ &mdash;&mdash;Hỗ Trợ Trả g&oacute;p qua thẻ t&iacute;n dụng ( Ti&ecirc;u Trước Trả Sau. )
L&atilde;i xuất O Đồng",14800000,https://cdn.okxe.vn/products/654/1195654/1195654_143456_review-0_20221205125218_z50fJ7C1_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Jupiter FI,5000,,114.0,2018,40,528,2,2,3
208,Honda Dream 110 2020,Cần b&aacute;n Honda Dream 110cc m&agrave;u đỏ mua năm 2020.H&igrave;nh ảnh tr&ecirc;n l&agrave; h&igrave;nh thật 100% của xe nh&agrave; m&igrave;nh nh&eacute; . Mua b&aacute;n tại nh&agrave; n&ecirc;n c&aacute;c bạn ho&agrave;n to&agrave;n y&ecirc;n t&acirc;m . M&igrave;nh b&aacute;n gi&aacute; c&oacute; bớt ạ . Xin cảm ơn c&aacute;c bạn đ&atilde; xem tin !,13000000,https://cdn.okxe.vn/products/653/1195653/1195653_1239_IMG_5173_20221205125203_9xTL7IJB_m_400x400.jpg,Tp. Hà Nội,1,Honda Dream 110,5000,,109.0,2020,15,132,2,2,10
209,Yamaha FZS V2 2018,"Cần b&aacute;n xe mới như h&igrave;nh m&aacute;y m&oacute;c &ecirc;m bốc nguy&ecirc;n bản,xe gia đ&igrave;nh sử dụng do đổi xe n&ecirc;n b&aacute;n lại cho ai cần xe được bảo dưỡng đầy đủ mua b&aacute;n tại nh&agrave;,anh chị em mua li&ecirc;n hệ",18000000,https://cdn.okxe.vn/products/652/1195652/1195652_1874_6._20221205125148_FZApypjP_m_400x400.jpg,Tp. Hà Nội,1,Yamaha FZS V2,5000,,149.0,2018,40,536,2,2,13
210,Honda Winner X 150 2020,"kh&ocirc;ng sử dụng đến cần b&aacute;n gấp cho người c&oacute; nhu cầu sử dụng ạ . H&igrave;nh m&igrave;nh đăng l&agrave; h&igrave;nh thật 100% , xe đăng k&yacute; ch&iacute;nh chủ từ mới sử dụng rất &iacute;t n&ecirc;n c&ograve;n mới đến 99% chưa chỉnh sửa g&igrave; đảm bảo anh chị đến nh&agrave; xem sẽ ưng &yacute; ngay .",28600000,https://cdn.okxe.vn/products/650/1195650/1195650_1727_3._20221205125111_4vOVh2Le_m_400x400.jpg,Tp. Hà Nội,1,Honda Winner X 150,5000,,150.0,2020,15,1076,2,2,3
211,Honda Wave Alpha 100 2017,Thất nghiệp về qu&ecirc; sớm e b&aacute;n xe qua sd mới thay cặp lốp mới m&aacute;y c&ograve;n zin xem xe B&igrave;nh T&acirc;n xe ko ch&iacute;nh chủ,10500000,https://cdn.okxe.vn/products/649/1195649/1195649_1547639_review-0_20221205125108_KnL2qwlD_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Wave Alpha 100,50000,,97.0,2017,15,1055,2,2,1
212,Yamaha FZ 150i 2018,"Cần b&aacute;n Yamaha FZ 150i m&agrave;u xanh trắng ch&iacute;nh chủ mua năm 2018. xe m&igrave;nh vẫn d&aacute;n nilong kh&ocirc;ng bị xước , m&aacute;y c&ograve;n tốt rất &ecirc;m , m&igrave;nh c&ograve;n giữ đủ 2 ch&igrave;a kho&aacute; gương,ai c&oacute; nhu cầu xin LH.",22000000,https://cdn.okxe.vn/products/648/1195648/1195648_1239_IMG_E5531_20221205125045_xaT8AHgH_m_400x400.jpg,Tp. Hà Nội,1,Yamaha FZ 150i,5000,,150.0,2018,40,537,2,2,15
213,Honda Wave Alpha 110 2019,"✅✅✅cần b&aacute;n  Xe m&aacute;y m&oacute;c nguy&ecirc;n bản xe c&ograve;n mới
&mdash;✅✅Chạy ngon v&agrave; rất tiết kiệm xăng mua về chỉ sẵn đi
✅✅✅Uh ib hoặc Lh em 
Gi&aacute; c&oacute; thương lượng 
&mdash;&mdash;&mdash;✅Chất lượng m&aacute;y bao t&eacute;t thợ thỏa m&aacute;i lu&ocirc;n ____________________________
🏨  Đ𝐈̣𝐀 𝐂𝐇𝐈̉ : QUA S&Acirc;N B&Oacute;NG MỸ Đ&Igrave;NH HỎI V&Agrave;O L&Agrave;NG B&Uacute;N PH&Uacute; Đ&Ocirc;
NG&Otilde; 87 TỔ 3 SỐ NH&Agrave; 11
☎️  🅷🅾🆃🅻🅸🅽🅴 : 0399800004
🌐 Facebook:Trần Hải 
       Zalo:0399800004 
✅✅✅ &mdash;&mdash;Hỗ Trợ Trả g&oacute;p qua thẻ t&iacute;n dụng ( Ti&ecirc;u Trước Trả Sau. )
L&atilde;i xuất O Đồng",13800000,https://cdn.okxe.vn/products/647/1195647/1195647_143456_review-0_20221205125032_NRXPQCqa_m_400x400.jpg,Tp. Hà Nội,1,Honda Wave Alpha 110,5000,,109.0,2019,15,1055,2,2,14
214,Yamaha Sirius 110 2021,C&oacute; nhu cầu đổi xe ga l&ecirc;n cần b&aacute;n xe sirius fi m&agrave;u v&agrave;ng đen v&agrave;nh đ&uacute;c . Xe biển 29 h&agrave; nội . H&igrave;nh thức vẫn d&aacute;n nion cả xe . M&aacute;y nguy&ecirc;n bản . Gi&aacute; 8tr200 c&oacute; thoả thuận . Mua b&aacute;n tại nh&agrave;.?,11000000,https://cdn.okxe.vn/products/646/1195646/1195646_1867_4._20221205125026_OiIK1ci1_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Sirius 110,5000,,110.0,2021,40,512,2,2,8
215,Suzuki Hayate 125 FI 2018,Nh&agrave; thừa xe n&ecirc;n cần thanh l&yacute; chiếc xe Suzuki Hayate 125 Fi m&agrave;u n&acirc;u  đăng k&yacute; biển HN.To&agrave;n bộ xe đ&atilde; d&aacute;n nilon chống xước rất đẹp.Quan t&acirc;m alo m&igrave;nh qua nh&agrave; xem xe trực tiếp,5000000,https://cdn.okxe.vn/products/645/1195645/1195645_1511635_5._20221205125002_QtY4xwgY_m_400x400.jpg,Tp. Hà Nội,1,Suzuki Hayate 125 FI,5000,,124.0,2018,34,403,2,1,3
216,Piaggio Vespa LX 2018,"Cần b&aacute;n Piaggio Vespa LX 125ie m&agrave;u cam mua năm 2018 ,xe kh&ocirc;ng đ&acirc;m đụng kh&ocirc;ng 1 lỗi nhỏ.bao check h&atilde;ng,hỗ trợ ae sang t&ecirc;n đổi chủ . Bạn n&agrave;o c&oacute; nhu cầu li&ecirc;n hệ m&igrave;nh. xem xe mua b&aacute;n tại nh&agrave; , gi&aacute; cả thoả thuận.",10000000,https://cdn.okxe.vn/products/644/1195644/1195644_1239_IMG_E0307_20221205124947_M6vy9HMg_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Vespa LX,5000,,124.0,2018,29,349,2,1,9
